application_id,score,pd,qaror,sabab,sabab_texnik,asosiy_omil,tavsiya_summa,limit,dti,pti,income_cv,scorecard_version
AP002650,616.8,0.065247,QOLDA_KORIB_CHIQISH,"Arizangiz bank xodimiga ko'rib chiqishga yuborildi. So'ragan 32 140 929 so'm ni to'liq bera olmaymiz, lekin 9 700 000 so'm sizning to'lov qobiliyatingizga to'g'ri keladi — bunda oylik to'lov 1 751 231 so'm bo'ladi. Yakuniy qarorni bank xodimi tasdiqlaydi. To'sqinlik qildi: barcha to'lovlardan keyin qo'lingizda pul umuman qolmaydi; oxirgi oylarda daromadingiz kamaygan; bankimiz bilan tarixingiz qisqa — 1 yil 2 oy, sizni hali yaxshi bilmaymiz. Foydangizga ishladi: oylik daromadingiz 5 974 056 so'm — yetarli daraja; bandlik turingiz (qurilish) barqaror daromad beradi; yangi kreditsiz ham qarz yukingiz past — daromadning 21% i. Nima qilish mumkin: So'rovni 9 700 000 so'm gacha kamaytiring — bu summada ma'qullanish ehtimoli sezilarli oshadi. Muddatni uzaytiring (hozir 6 oy) — oylik to'lov kamayadi va qarz yuki chegara ichiga tushadi.","Qo'lda ko'rib chiqish: So'ralgan summada DTI 117.7% — shift 50.0%; taklif: 9 700 000 so'm; Yangi to'lov daromadning 97.1% ini oladi — shift 35.0%. Diqqat talab qiladigan omillar: To'lovlardan keyingi erkin pul (-15), Daromad trendi (2-yarim/1-yarim) (-7). Ball 617, tavsiya etilgan limit 9 700 000 so'm.",To'lovlardan keyingi erkin pul (-15 ball),9700000,9700000,1.1769,0.9713,0.3261,v1
AP002651,621.5,0.055955,QOLDA_KORIB_CHIQISH,"Arizangiz bank xodimiga ko'rib chiqishga yuborildi. So'ragan 17 903 105 so'm ni to'liq bera olmaymiz, lekin 14 500 000 so'm sizning to'lov qobiliyatingizga to'g'ri keladi — bunda oylik to'lov 795 883 so'm bo'ladi. Yakuniy qarorni bank xodimi tasdiqlaydi. To'sqinlik qildi: oxirgi oylarda daromadingiz kamaygan; bank hisobingizdagi tushum deklaratsiya bilan mos; xarajatlaringiz daromadning 69% ini yeb qo'yadi. Foydangizga ishladi: bandlik turingiz (qurilish) barqaror daromad beradi; yangi kreditsiz ham qarz yukingiz past — daromadning 30% i; barcha to'lovlardan keyin oyiga 1 854 105 so'm qoladi. Nima qilish mumkin: To'lov qobiliyatingiz 14 500 000 so'm ga yetadi. Shu summani so'rasangiz, ariza qo'lda ko'rib chiqishga tushadi. Muddatni uzaytiring (hozir 2 yil) — oylik to'lov kamayadi va qarz yuki chegara ichiga tushadi. Mavjud kreditlaringizdan birini yopsangiz, qarz yuki pasayadi va limit sezilarli oshadi. Daromadingizni muntazam bank hisobiga o'tkazing — barqaror oqim ballni oshiradi.","Qo'lda ko'rib chiqish: So'ralgan summada DTI 54.5% — shift 50.0%; taklif: 14 500 000 so'm; Ball 622 — avtomatik ma'qullash chegarasi 630 dan past. Diqqat talab qiladigan omillar: Daromad trendi (2-yarim/1-yarim) (-7), Bank oqimi / deklaratsiya (-4). Ball 622, tavsiya etilgan limit 14 500 000 so'm.",Daromad trendi (2-yarim/1-yarim) (-7 ball),14500000,0,0.545,0.2411,0.3792,v1
AP002652,639.5,0.030835,QOLDA_KORIB_CHIQISH,"Arizangiz bank xodimiga ko'rib chiqishga yuborildi. So'ragan 9 744 448 so'm ni to'liq bera olmaymiz, lekin 6 700 000 so'm sizning to'lov qobiliyatingizga to'g'ri keladi — bunda oylik to'lov 1 209 613 so'm bo'ladi. Yakuniy qarorni bank xodimi tasdiqlaydi. To'sqinlik qildi: oxirgi oylarda daromadingiz kamaygan. Foydangizga ishladi: bank hisobingizdagi tushum deklaratsiya bilan mos; xarajatlaringiz daromadning 66% i — tejamkor; barcha to'lovlardan keyin oyiga 1 717 249 so'm qoladi. Nima qilish mumkin: So'rovni 6 700 000 so'm gacha kamaytiring — bu summada ma'qullanish ehtimoli sezilarli oshadi. Muddatni uzaytiring (hozir 6 oy) — oylik to'lov kamayadi va qarz yuki chegara ichiga tushadi.","Qo'lda ko'rib chiqish: So'ralgan summada DTI 50.6% — shift 50.0%; taklif: 6 700 000 so'm; Yangi to'lov daromadning 50.6% ini oladi — shift 35.0%. Diqqat talab qiladigan omillar: Daromad trendi (2-yarim/1-yarim) (-2), Bandlik turi (-1). Ball 639, tavsiya etilgan limit 6 700 000 so'm.",Daromad trendi (2-yarim/1-yarim) (-2 ball),6700000,6700000,0.506,0.506,0.2707,v1
AP002653,642.0,0.028291,MAQULLANDI,Tabriklaymiz — kredit ma'qullandi. 13 373 341 so'm miqdorida kredit tasdiqlandi. Oylik to'lov taxminan 553 169 so'm bo'ladi. To'sqinlik qildi: bank hisobingizdagi tushum deklaratsiya bilan mos. Foydangizga ishladi: yangi kreditsiz ham qarz yukingiz past — daromadning 14% i; oxirgi oylarda daromadingiz o'sgan; xarajatlaringiz daromadning 68% i — tejamkor. Nima qilish mumkin: Qo'shimcha shart yo'q — hujjatlarni tasdiqlash uchun bank xodimi siz bilan bog'lanadi.,"Ma'qullandi: ball 642 (PD 2.8%), DTI 30.2% shift ichida. Asosiy ijobiy omillar: Mavjud qarz yuki (yangi kreditsiz) (+14 ball), Daromad trendi (2-yarim/1-yarim) (+8 ball), Sarf intensivligi (chiqim/kirim) (+7 ball). Tasdiqlangan summa 13 373 341 so'm.",Bank oqimi / deklaratsiya (-11 ball),13373341,29500000,0.3021,0.1586,0.0311,v1
AP002654,630.7,0.041336,QOLDA_KORIB_CHIQISH,"Arizangiz bank xodimiga ko'rib chiqishga yuborildi. So'ragan 26 277 213 so'm ni to'liq bera olmaymiz, lekin 11 800 000 so'm sizning to'lov qobiliyatingizga to'g'ri keladi — bunda oylik to'lov 1 138 771 so'm bo'ladi. Yakuniy qarorni bank xodimi tasdiqlaydi. To'sqinlik qildi: oylik daromadingiz 3 258 658 so'm — so'ralgan summa uchun kam. Foydangizga ishladi: ish stajingiz uzoq — 11 yil 4 oy; bandlik turingiz (xususiy) barqaror daromad beradi; xarajatlaringiz daromadning 72% i — tejamkor. Nima qilish mumkin: So'rovni 11 800 000 so'm gacha kamaytiring — bu summada ma'qullanish ehtimoli sezilarli oshadi. Muddatni uzaytiring (hozir 1 yil) — oylik to'lov kamayadi va qarz yuki chegara ichiga tushadi.","Qo'lda ko'rib chiqish: So'ralgan summada DTI 77.8% — shift 50.0%; taklif: 11 800 000 so'm; Yangi to'lov daromadning 77.8% ini oladi — shift 35.0%. Diqqat talab qiladigan omillar: Oylik daromad medianasi (-3), Daromad trendi (2-yarim/1-yarim) (-2). Ball 631, tavsiya etilgan limit 11 800 000 so'm.",Oylik daromad medianasi (-3 ball),11800000,11800000,0.7782,0.7782,0.1899,v1
AP002655,652.8,0.019684,MAQULLANDI,Tabriklaymiz — kredit ma'qullandi. 19 606 830 so'm miqdorida kredit tasdiqlandi. Oylik to'lov taxminan 811 009 so'm bo'ladi. To'sqinlik qildi: bank hisobingizdagi tushum deklaratsiya bilan mos. Foydangizga ishladi: barcha to'lovlardan keyin oyiga 9 768 043 so'm qoladi; bandlik turingiz (qurilish) barqaror daromad beradi; oylik daromadingiz 10 579 052 so'm — yetarli daraja. Nima qilish mumkin: Qo'shimcha shart yo'q — hujjatlarni tasdiqlash uchun bank xodimi siz bilan bog'lanadi.,"Ma'qullandi: ball 653 (PD 2.0%), DTI 7.7% shift ichida. Asosiy ijobiy omillar: To'lovlardan keyingi erkin pul (+9 ball), Bandlik turi (+9 ball), Oylik daromad medianasi (+9 ball). Tasdiqlangan summa 19 606 830 so'm.",Bank oqimi / deklaratsiya (-2 ball),19606830,89500000,0.0767,0.0767,0.034,v1
AP002656,596.9,0.122096,RAD_ETILDI,"Afsuski, hozircha kredit bera olmaymiz. Sabab: hozirgi daromadingiz mavjud to'lovlardan keyin yangi kreditni ko'tara olmaydi. To'sqinlik qildi: yangi kreditgacha ham mavjud to'lovlaringiz daromadning 111% ini oladi; barcha to'lovlardan keyin qo'lingizda pul umuman qolmaydi; xarajatlaringiz daromadning 70% ini yeb qo'yadi. Foydangizga ishladi: oylik daromadingiz 6 632 070 so'm — yetarli daraja; bank hisobingizdagi tushum deklaratsiya bilan mos; ish stajingiz uzoq — 8 yil 10 oy. Nima qilish mumkin: Qo'shimcha shart yo'q — hujjatlarni tasdiqlash uchun bank xodimi siz bilan bog'lanadi.","Rad etildi: So'ralgan summada DTI 121.2% — shift 50.0%; to'lov qobiliyati qolmagan. Ballga eng ko'p salbiy ta'sir: Mavjud qarz yuki (yangi kreditsiz) (-19 ball), To'lovlardan keyingi erkin pul (-15 ball). Yakuniy ball 597.",Mavjud qarz yuki (yangi kreditsiz) (-19 ball),0,0,1.2124,0.103,0.2888,v1
AP002657,645.4,0.025299,MAQULLANDI,Tabriklaymiz — kredit ma'qullandi. 20 724 714 so'm miqdorida kredit tasdiqlandi. Oylik to'lov taxminan 857 249 so'm bo'ladi. To'sqinlik qildi: daromadning 20% i naqd yechib olinadi — bank uchun bu ko'rinmas pul; oxirgi oylarda daromadingiz kamaygan; xarajatlaringiz daromadning 69% ini yeb qo'yadi. Foydangizga ishladi: yangi kreditsiz ham qarz yukingiz past — daromadning 10% i; oylik daromadingiz 6 751 756 so'm — yetarli daraja; bandlik turingiz (xususiy) barqaror daromad beradi. Nima qilish mumkin: Qo'shimcha shart yo'q — hujjatlarni tasdiqlash uchun bank xodimi siz bilan bog'lanadi.,"Ma'qullandi: ball 645 (PD 2.5%), DTI 22.8% shift ichida. Asosiy ijobiy omillar: Mavjud qarz yuki (yangi kreditsiz) (+14 ball), Oylik daromad medianasi (+12 ball), Bandlik turi (+9 ball). Tasdiqlangan summa 20 724 714 so'm.",Naqd yechish ulushi (-4 ball),20724714,57100000,0.2278,0.127,0.0336,v1
AP002658,649.8,0.021768,MAQULLANDI,Tabriklaymiz — kredit ma'qullandi. 40 957 180 so'm miqdorida kredit tasdiqlandi. Oylik to'lov taxminan 2 248 078 so'm bo'ladi. To'sqinlik qildi: xarajatlaringiz daromadning 60% ini yeb qo'yadi; oxirgi oylarda daromadingiz kamaygan. Foydangizga ishladi: ish stajingiz uzoq — 10 yil; bandlik turingiz (xususiy) barqaror daromad beradi; oylik daromadingiz 8 953 265 so'm — yetarli daraja. Nima qilish mumkin: Qo'shimcha shart yo'q — hujjatlarni tasdiqlash uchun bank xodimi siz bilan bog'lanadi.,"Ma'qullandi: ball 650 (PD 2.2%), DTI 49.7% shift ichida. Asosiy ijobiy omillar: Ish staji (oy) (+13 ball), Bandlik turi (+9 ball), Oylik daromad medianasi (+9 ball). Tasdiqlangan summa 40 957 180 so'm.",Sarf intensivligi (chiqim/kirim) (-3 ball),40957180,41500000,0.4965,0.2511,0.2938,v1
AP002659,622.5,0.054208,RAD_ETILDI,"Afsuski, hozircha kredit bera olmaymiz. Sabab: kredit tarixingizda 95 kunlik kechikish bor. To'sqinlik qildi: o'tmishda 95 kunlik kechikish qayd etilgan; daromadning 19% i naqd yechib olinadi — bank uchun bu ko'rinmas pul; bank hisobingizdagi tushum deklaratsiya bilan mos. Foydangizga ishladi: oylik daromadingiz 6 747 774 so'm — yetarli daraja; barcha to'lovlardan keyin oyiga 4 308 159 so'm qoladi; yangi kreditsiz ham qarz yukingiz past — daromadning 19% i. Nima qilish mumkin: Kechikish yopilgandan keyin 12 oy toza to'lov tarixi to'plang, so'ng qayta murojaat qiling.","Rad etildi: O'tmishda 95 kunlik kechikish (90+ kun — qattiq to'siq). Ballga eng ko'p salbiy ta'sir: O'tmishdagi maks. kechikish (kun) (-16 ball), Naqd yechish ulushi (-4 ball). Yakuniy ball 622.",O'tmishdagi maks. kechikish (kun) (-16 ball),0,0,0.3615,0.1699,0.0358,v1
AP002660,583.8,0.179628,QOLDA_KORIB_CHIQISH,"Arizangiz bank xodimiga ko'rib chiqishga yuborildi. So'ragan 11 916 446 so'm ni to'liq bera olmaymiz, lekin 3 500 000 so'm sizning to'lov qobiliyatingizga to'g'ri keladi — bunda oylik to'lov 631 888 so'm bo'ladi. Yakuniy qarorni bank xodimi tasdiqlaydi. To'sqinlik qildi: ish stajingiz qisqa — atigi 9 oy; oylik daromadingiz 1 812 792 so'm — so'ralgan summa uchun kam; bank hisobingizdagi tushum deklaratsiya bilan mos. Foydangizga ishladi: bandlik turingiz (byudjet) barqaror daromad beradi; yangi kreditsiz ham qarz yukingiz past — daromadning 0% i; mavjud qarz qoldig'i yillik daromadingizga nisbatan kichik. Nima qilish mumkin: To'lov qobiliyatingiz 3 500 000 so'm ga yetadi. Shu summani so'rasangiz, ariza qo'lda ko'rib chiqishga tushadi. Muddatni uzaytiring (hozir 6 oy) — oylik to'lov kamayadi va qarz yuki chegara ichiga tushadi.","Qo'lda ko'rib chiqish: So'ralgan summada DTI 118.7% — shift 50.0%; taklif: 3 500 000 so'm; Yangi to'lov daromadning 118.7% ini oladi — shift 35.0%. Diqqat talab qiladigan omillar: Ish staji (oy) (-15), Oylik daromad medianasi (-11). Ball 584, tavsiya etilgan limit 3 500 000 so'm.",Ish staji (oy) (-15 ball),3500000,0,1.1868,1.1868,0.0274,v1
AP002661,645.4,0.0253,MAQULLANDI,Tabriklaymiz — kredit ma'qullandi. 20 274 155 so'm miqdorida kredit tasdiqlandi. Oylik to'lov taxminan 631 252 so'm bo'ladi. To'sqinlik qildi: daromadning 20% i naqd yechib olinadi — bank uchun bu ko'rinmas pul; xarajatlaringiz daromadning 70% ini yeb qo'yadi; oylik daromadingiz 2 817 551 so'm — so'ralgan summa uchun kam. Foydangizga ishladi: bank hisobingizdagi tushum deklaratsiya bilan mos; bandlik turingiz (byudjet) barqaror daromad beradi; oxirgi oylarda daromadingiz o'sgan. Nima qilish mumkin: Qo'shimcha shart yo'q — hujjatlarni tasdiqlash uchun bank xodimi siz bilan bog'lanadi.,"Ma'qullandi: ball 645 (PD 2.5%), DTI 22.4% shift ichida. Asosiy ijobiy omillar: Bank oqimi / deklaratsiya (+14 ball), Bandlik turi (+11 ball), Daromad trendi (2-yarim/1-yarim) (+8 ball). Tasdiqlangan summa 20 274 155 so'm.",Naqd yechish ulushi (-4 ball),20274155,31600000,0.224,0.224,0.0314,v1
AP002662,644.0,0.02647,MAQULLANDI,Tabriklaymiz — kredit ma'qullandi. 32 345 709 so'm miqdorida kredit tasdiqlandi. Oylik to'lov taxminan 3 121 555 so'm bo'ladi. To'sqinlik qildi: bank hisobingizdagi tushum deklaratsiya bilan mos. Foydangizga ishladi: barcha to'lovlardan keyin oyiga 6 334 772 so'm qoladi; oylik daromadingiz 9 456 326 so'm — yetarli daraja; oxirgi oylarda daromadingiz o'sgan. Nima qilish mumkin: Qo'shimcha shart yo'q — hujjatlarni tasdiqlash uchun bank xodimi siz bilan bog'lanadi.,"Ma'qullandi: ball 644 (PD 2.6%), DTI 33.0% shift ichida. Asosiy ijobiy omillar: To'lovlardan keyingi erkin pul (+9 ball), Oylik daromad medianasi (+9 ball), Daromad trendi (2-yarim/1-yarim) (+7 ball). Tasdiqlangan summa 32 345 709 so'm.",Bank oqimi / deklaratsiya (-2 ball),32345709,34200000,0.3301,0.3301,0.0286,v1
AP002663,621.7,0.05563,QOLDA_KORIB_CHIQISH,Arizangiz bank xodimiga ko'rib chiqishga yuborildi. Ko'rsatkichlaringiz chegaraviy zonada — avtomatik qaror o'rniga bank xodimi arizangizni qo'lda ko'rib chiqadi. To'sqinlik qildi: daromadning 20% i naqd yechib olinadi — bank uchun bu ko'rinmas pul; xarajatlaringiz daromadning 70% ini yeb qo'yadi; bank hisobingizdagi tushum deklaratsiya bilan mos. Foydangizga ishladi: bandlik turingiz (qurilish) barqaror daromad beradi; ish stajingiz uzoq — 7 yil 10 oy; barcha to'lovlardan keyin oyiga 3 611 045 so'm qoladi. Nima qilish mumkin: Qo'shimcha shart yo'q — hujjatlarni tasdiqlash uchun bank xodimi siz bilan bog'lanadi.,"Qo'lda ko'rib chiqish: Ball 622 — avtomatik ma'qullash chegarasi 630 dan past. Diqqat talab qiladigan omillar: Naqd yechish ulushi (-4), Sarf intensivligi (chiqim/kirim) (-4). Ball 622, tavsiya etilgan limit 9 585 983 so'm.",Naqd yechish ulushi (-4 ball),9585983,0,0.324,0.324,0.0281,v1
AP002664,621.3,0.056382,QOLDA_KORIB_CHIQISH,"Arizangiz bank xodimiga ko'rib chiqishga yuborildi. Ko'rsatkichlaringiz chegaraviy zonada — avtomatik qaror o'rniga bank xodimi arizangizni qo'lda ko'rib chiqadi. To'sqinlik qildi: ish stajingiz qisqa — atigi 8 oy; bankimiz bilan tarixingiz qisqa — 2 yil 11 oy, sizni hali yaxshi bilmaymiz; oxirgi oylarda daromadingiz kamaygan. Foydangizga ishladi: barcha to'lovlardan keyin oyiga 10 742 299 so'm qoladi; bandlik turingiz (xususiy) barqaror daromad beradi; oylik daromadingiz 13 907 052 so'm — yetarli daraja. Nima qilish mumkin: Qo'shimcha shart yo'q — hujjatlarni tasdiqlash uchun bank xodimi siz bilan bog'lanadi.","Qo'lda ko'rib chiqish: Ball 621 — avtomatik ma'qullash chegarasi 630 dan past. Diqqat talab qiladigan omillar: Ish staji (oy) (-15), Bank bilan tarix (oy) (-4). Ball 621, tavsiya etilgan limit 13 688 199 so'm.",Ish staji (oy) (-15 ball),13688199,0,0.2276,0.054,0.1755,v1
AP002665,641.0,0.029345,MAQULLANDI,"Tabriklaymiz — kredit ma'qullandi. 5 959 133 so'm miqdorida kredit tasdiqlandi. Oylik to'lov taxminan 246 491 so'm bo'ladi. To'sqinlik qildi: bank hisobingizdagi tushum deklaratsiya bilan mos. Foydangizga ishladi: bandlik turingiz (byudjet) barqaror daromad beradi; yangi kreditsiz ham qarz yukingiz past — daromadning 39% i; barcha to'lovlardan keyin oyiga 2 219 748 so'm qoladi. Nima qilish mumkin: Mavjud kreditlaringizdan birini yopsangiz, qarz yuki pasayadi va limit sezilarli oshadi.","Ma'qullandi: ball 641 (PD 2.9%), DTI 45.3% shift ichida. Asosiy ijobiy omillar: Bandlik turi (+11 ball), Mavjud qarz yuki (yangi kreditsiz) (+8 ball), To'lovlardan keyingi erkin pul (+7 ball). Tasdiqlangan summa 5 959 133 so'm.",Bank oqimi / deklaratsiya (-2 ball),5959133,10500000,0.4528,0.0608,0.0288,v1
AP002666,644.1,0.026374,MAQULLANDI,Tabriklaymiz — kredit ma'qullandi. 10 367 542 so'm miqdorida kredit tasdiqlandi. Oylik to'lov taxminan 428 839 so'm bo'ladi. To'sqinlik qildi: bank hisobingizdagi tushum deklaratsiya bilan mos. Foydangizga ishladi: barcha to'lovlardan keyin oyiga 8 555 169 so'm qoladi; oylik daromadingiz 9 343 554 so'm — yetarli daraja; oxirgi oylarda daromadingiz o'sgan. Nima qilish mumkin: Qo'shimcha shart yo'q — hujjatlarni tasdiqlash uchun bank xodimi siz bilan bog'lanadi.,"Ma'qullandi: ball 644 (PD 2.6%), DTI 8.4% shift ichida. Asosiy ijobiy omillar: To'lovlardan keyingi erkin pul (+9 ball), Oylik daromad medianasi (+9 ball), Daromad trendi (2-yarim/1-yarim) (+8 ball). Tasdiqlangan summa 10 367 542 so'm.",Bank oqimi / deklaratsiya (-4 ball),10367542,79000000,0.0844,0.0459,0.0306,v1
AP002667,641.9,0.028442,MAQULLANDI,"Tabriklaymiz — kredit ma'qullandi. 20 507 146 so'm miqdorida kredit tasdiqlandi. Oylik to'lov taxminan 848 249 so'm bo'ladi. To'sqinlik qildi: bankimiz bilan tarixingiz qisqa — 6 oy, sizni hali yaxshi bilmaymiz; xarajatlaringiz daromadning 70% ini yeb qo'yadi. Foydangizga ishladi: bank hisobingizdagi tushum deklaratsiya bilan mos; yangi kreditsiz ham qarz yukingiz past — daromadning 21% i; oxirgi oylarda daromadingiz o'sgan. Nima qilish mumkin: Qo'shimcha shart yo'q — hujjatlarni tasdiqlash uchun bank xodimi siz bilan bog'lanadi.","Ma'qullandi: ball 642 (PD 2.8%), DTI 35.9% shift ichida. Asosiy ijobiy omillar: Bank oqimi / deklaratsiya (+14 ball), Mavjud qarz yuki (yangi kreditsiz) (+8 ball), Daromad trendi (2-yarim/1-yarim) (+8 ball). Tasdiqlangan summa 20 507 146 so'm.",Bank bilan tarix (oy) (-4 ball),20507146,39800000,0.3588,0.1499,0.0266,v1
AP002668,638.5,0.031828,MAQULLANDI,"Tabriklaymiz — kredit ma'qullandi. 17 545 856 so'm miqdorida kredit tasdiqlandi. Oylik to'lov taxminan 546 305 so'm bo'ladi. To'sqinlik qildi: bank hisobingizdagi tushum deklaratsiya bilan mos; bankimiz bilan tarixingiz qisqa — 3 yil 2 oy, sizni hali yaxshi bilmaymiz. Foydangizga ishladi: yangi kreditsiz ham qarz yukingiz past — daromadning 6% i; bandlik turingiz (byudjet) barqaror daromad beradi; barcha to'lovlardan keyin oyiga 4 478 022 so'm qoladi. Nima qilish mumkin: Qo'shimcha shart yo'q — hujjatlarni tasdiqlash uchun bank xodimi siz bilan bog'lanadi.","Ma'qullandi: ball 639 (PD 3.2%), DTI 16.0% shift ichida. Asosiy ijobiy omillar: Mavjud qarz yuki (yangi kreditsiz) (+14 ball), Bandlik turi (+11 ball), To'lovlardan keyingi erkin pul (+8 ball). Tasdiqlangan summa 17 545 856 so'm.",Bank oqimi / deklaratsiya (-11 ball),17545856,59900000,0.1597,0.1025,0.0385,v1
AP002669,637.0,0.033548,QOLDA_KORIB_CHIQISH,Arizangiz bank xodimiga ko'rib chiqishga yuborildi. Ko'rsatkichlaringiz chegaraviy zonada — avtomatik qaror o'rniga bank xodimi arizangizni qo'lda ko'rib chiqadi. To'sqinlik qildi: daromadning 20% i naqd yechib olinadi — bank uchun bu ko'rinmas pul; oxirgi oylarda daromadingiz kamaygan. Foydangizga ishladi: ish stajingiz uzoq — 12 yil 2 oy; barcha to'lovlardan keyin oyiga 4 747 424 so'm qoladi; xarajatlaringiz daromadning 67% i — tejamkor. Nima qilish mumkin: Daromadingizni muntazam bank hisobiga o'tkazing — barqaror oqim ballni oshiradi.,"Qo'lda ko'rib chiqish: Daromad juda o'zgaruvchan (CV 0.38) — barqarorlik past. Diqqat talab qiladigan omillar: Naqd yechish ulushi (-4), Daromad trendi (2-yarim/1-yarim) (-2). Ball 637, tavsiya etilgan limit 8 202 418 so'm.",Naqd yechish ulushi (-4 ball),8202418,33100000,0.0866,0.0866,0.3754,v1
AP002670,666.8,0.012214,MAQULLANDI,Tabriklaymiz — kredit ma'qullandi. 7 073 373 so'm miqdorida kredit tasdiqlandi. Oylik to'lov taxminan 682 623 so'm bo'ladi. To'sqinlik qildi: bank hisobingizdagi tushum deklaratsiya bilan mos. Foydangizga ishladi: yangi kreditsiz ham qarz yukingiz past — daromadning 12% i; oylik daromadingiz 7 065 356 so'm — yetarli daraja; bandlik turingiz (qurilish) barqaror daromad beradi. Nima qilish mumkin: Qo'shimcha shart yo'q — hujjatlarni tasdiqlash uchun bank xodimi siz bilan bog'lanadi.,"Ma'qullandi: ball 667 (PD 1.2%), DTI 22.1% shift ichida. Asosiy ijobiy omillar: Mavjud qarz yuki (yangi kreditsiz) (+14 ball), Oylik daromad medianasi (+12 ball), Bandlik turi (+9 ball). Tasdiqlangan summa 7 073 373 so'm.",Bank oqimi / deklaratsiya (-4 ball),7073373,25600000,0.2208,0.0966,0.0306,v1
AP002671,612.8,0.074335,QOLDA_KORIB_CHIQISH,"Arizangiz bank xodimiga ko'rib chiqishga yuborildi. So'ragan 26 079 569 so'm ni to'liq bera olmaymiz, lekin 16 600 000 so'm sizning to'lov qobiliyatingizga to'g'ri keladi — bunda oylik to'lov 1 601 999 so'm bo'ladi. Yakuniy qarorni bank xodimi tasdiqlaydi. To'sqinlik qildi: oxirgi oylarda daromadingiz kamaygan; bankimiz bilan tarixingiz qisqa — 2 yil 7 oy, sizni hali yaxshi bilmaymiz; xarajatlaringiz daromadning 71% ini yeb qo'yadi. Foydangizga ishladi: bank hisobingizdagi tushum deklaratsiya bilan mos; barcha to'lovlardan keyin oyiga 1 899 036 so'm qoladi; yangi kreditsiz ham qarz yukingiz past — daromadning 4% i. Nima qilish mumkin: To'lov qobiliyatingiz 16 600 000 so'm ga yetadi. Shu summani so'rasangiz, ariza qo'lda ko'rib chiqishga tushadi. Muddatni uzaytiring (hozir 1 yil) — oylik to'lov kamayadi va qarz yuki chegara ichiga tushadi.","Qo'lda ko'rib chiqish: So'ralgan summada DTI 58.5% — shift 50.0%; taklif: 16 600 000 so'm; Yangi to'lov daromadning 55.0% ini oladi — shift 35.0%. Diqqat talab qiladigan omillar: Daromad trendi (2-yarim/1-yarim) (-7), Bank bilan tarix (oy) (-4). Ball 613, tavsiya etilgan limit 16 600 000 so'm.",Daromad trendi (2-yarim/1-yarim) (-7 ball),16600000,0,0.5854,0.5495,0.2267,v1
AP002672,578.3,0.209408,RAD_ETILDI,"Afsuski, hozircha kredit bera olmaymiz. Sabab: hozirgi daromadingiz mavjud to'lovlardan keyin yangi kreditni ko'tara olmaydi. To'sqinlik qildi: yangi kreditgacha ham mavjud to'lovlaringiz daromadning 57% ini oladi; mavjud qarz qoldig'i yillik daromadingizdan 0.3 barobar; daromadning 19% i naqd yechib olinadi — bank uchun bu ko'rinmas pul. Foydangizga ishladi: bandlik turingiz (byudjet) barqaror daromad beradi; bank hisobingizdagi tushum deklaratsiya bilan mos; ish stajingiz uzoq — 9 yil 7 oy. Nima qilish mumkin: Mavjud kreditlaringizdan birini yopsangiz, qarz yuki pasayadi va limit sezilarli oshadi.","Rad etildi: So'ralgan summada DTI 71.0% — shift 50.0%; to'lov qobiliyati qolmagan; Defolt ehtimoli 20.9% — shift 20.0%. Ballga eng ko'p salbiy ta'sir: Mavjud qarz yuki (yangi kreditsiz) (-19 ball), Qarz qoldig'i / yillik daromad (-11 ball). Yakuniy ball 578.",Mavjud qarz yuki (yangi kreditsiz) (-19 ball),0,0,0.71,0.1433,0.0301,v1
AP002673,562.2,0.316678,RAD_ETILDI,"Afsuski, hozircha kredit bera olmaymiz. Sabab: hozirda doimiy ish joyingiz va muntazam daromadingiz yo'q. To'sqinlik qildi: bandlik turingiz (ishsiz) yuqori xavfli guruhda; ish stajingiz qisqa — atigi 0 oy; xarajatlaringiz daromadning 63% ini yeb qo'yadi. Foydangizga ishladi: barcha to'lovlardan keyin oyiga 8 288 433 so'm qoladi; oylik daromadingiz 8 353 534 so'm — yetarli daraja; bank hisobingizdagi tushum deklaratsiya bilan mos. Nima qilish mumkin: Rasmiy ish joyi va muntazam daromad tasdiqlangach murojaat qiling — bu asosiy shart.","Rad etildi: Bandlik holati: ishsiz — doimiy daromad manbai yo'q; Defolt ehtimoli 31.7% — shift 20.0%. Ballga eng ko'p salbiy ta'sir: Bandlik turi (-68 ball), Ish staji (oy) (-15 ball). Yakuniy ball 562.",Bandlik turi (-68 ball),0,0,0.0078,0.0078,0.0246,v1
